_id,ltable_id,rtable_id,ltable_name,ltable_category,ltable_fda_schedule,rtable_tokTitle,rtable_tokNews,gold_label
2563,0,280224,fentanyl,opioid analgesics,schedule ii,man caught hauling fentanyl heroin ks pleads guilty,california man caught trafficking nine pounds fentanyl eight heroin kansas pleaded guilty charges federal court thursday authorities discovered haul stopped mauricio canas car traffic violation aug 21 2019 thomas county according u attorney stephen mcallister office taking new york sold said 24 scheduled sentencing oct 22 one count interstate transportation furtherance using phone faces years prison 500 000 maximum fine illicit opioid may lethal 30 milligram dose synthetic cousin 50 times powerful deadly 3,1
2571,0,284617,fentanyl,opioid analgesics,schedule ii,overdose alert issued carroll county,location source overdoses also released overdose spikes often due fentanyl similar chemicals may added heroin cocaine according alert counterfeit pain anxiety pills example percocet oxycodone xanax others laced potent increase risk death,1
2576,1,220882,coca,opioid analgesics,schedule ii,3 things watch stock market week,tesla one several high profile stocks set announce earnings results next trading days rallied last week investors welcomed beginning second quarter season dow jones industrial average djindices dji p 500 snpindex gspc gained 1 climbed back roughly even far 2020 flood reports continues standout announcements coming irobot nasdaq irbt coca cola nyse ko tsla take look key developments might send moving,0
2600,1,225396,coca,opioid analgesics,schedule ii,ibm intel microsoft verizon dow earnings coming week,24 7 wall st put together preview dow companies scheduled report quarterly results week including coca cola intel microsoft verizon,0
2610,1,227982,coca,opioid analgesics,schedule ii,stadiums theaters closed coke 2q revenue plunges 28,coca cola revenue plunged 28 second quarter company thinks worst could behind coke chairman ceo james quincey said sales improved sequentially may june july despite surging cases key markets like u iran australia path forward unclear global economic recovery take years unlikely world see another worldwide lockdown earlier spring even countries seen virus flareups japan fallen far first time pretty confident ultimately prove difficult impactful tuesday conference call investors,0
2616,1,228877,coca,opioid analgesics,schedule ii,dow jones lags microsoft stock surges coca cola sinks ahead earnings,analysts expect solid results microsoft awful coca cola dow jones industrial average djindices dji lagging behind major u stock indexes monday afternoon 0 1 2 p edt spending much day red confirmed cases covid 19 continue surge united states cities pulling back reopenings notably chicago ordering shutdown indoor service bars along enacting restrictions meant stop recent increase shares tech giant nasdaq msft surged raised price targets ahead company earnings report meanwhile nyse ko headed lower investors braced steep declines revenue profit,0
2620,1,229296,coca,opioid analgesics,schedule ii,coca cola sales fall 28 says worst,coca cola co said believes biggest challenges pandemic behind despite current surge coronavirus cases many parts u half business comes away home venues restaurants bars movie theaters sports stadiums shut around world second quarter,0
2623,1,229307,coca,opioid analgesics,schedule ii,dow opens 200 points higher eu recovery fund deal,u stocks started higher tuesday trade european union leaders agreed deal jointly borrow 750 billion euros 858 funnel proceeds worst hit economies 27 member economic bloc p 500 spx 0 53 rose 6 2 272 dow jones industrial average djia 1 09 advanced 205 points 8 26 884 nasdaq composite comp 29 climbed 10 827 global equity markets rallied eu managed strike fifth day negotiations helping bolster sentiment around prospects coca cola co ko 83 presented earnings better expected early,0
2624,1,229309,coca,opioid analgesics,schedule ii,dow industrials rise investors look earnings,dow jones industrial average rose tuesday better expected earnings reports u largest companies blue chip index gained 320 points 1 2 p 500 0 6 nasdaq composite slipped shares coca cola 3 company reported second quarter per,0
2630,1,230449,coca,opioid analgesics,schedule ii,stocks climb wall street europe agrees virus aid,energy companies banks leading stocks broadly higher wall street morning trading tuesday extending market recent run gains p 500 0 6 followed strength markets overseas investors welcomed news european leaders agreed budget coronavirus relief fund worth 2 trillion move comes pressure intensifies congress white house reach deal another economic aid package end month also eye latest batch quarterly report cards coca cola philip morris international rose reported earnings quarter beat analysts forecasts notched biggest among 11 sectors price oil climbed 3 encouraging sign hope economies continue recover still treasury yields mostly lower continuing reflect caution,0
