id,NAME,GENERIC_NAME,NAME_TYPE,FULL_GENERIC_NAME,FDA_SCHEDULE,VA_CLASS,VA_CATEGORY,CATEGORY
227,GOOD AND PLENTY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
228,GOOD H,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
229,GOOFBALL,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
230,3-MONOACETYLMORPHINE,3-MONOACETYLMORPHINE,GENERIC_NAME,3-MONOACETYLMORPHINE,SCHEDULE I,unknown,unknown,unknown
231,GOMA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
232,GORDA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
233,GRAS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
234,GRASIN,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
235,GRAVY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
236,UR-144,UR-144,GENERIC_NAME,UR-144,SCHEDULE I,unknown,unknown,DRUG
237,GUM,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
238,H,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
239,H-CAPS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
240,HAIRY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
241,HARD CANDY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
242,HARD ONE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
243,METHCATHINONE,METHCATHINONE,GENERIC_NAME,METHCATHINONE,SCHEDULE I,unknown,unknown,ALKALOID
244,HARRY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
245,METHYLENEDIOXYPYROVALERONE,METHYLENEDIOXYPYROVALERONE,GENERIC_NAME,METHYLENEDIOXYPYROVALERONE,SCHEDULE I,unknown,unknown,DRUG
246,HATS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
247,HAZEL,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
248,PHENOBARBITAL,PHENOBARBITAL,GENERIC_NAME,PHENOBARBITAL,SCHEDULE IV,unknown,unknown,MEDICATION
249,HEAVEN DUST,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
250,HEAVY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
251,HELEN,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
252,HELICOPTER,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
253,HELL DUST,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
254,HENRY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
255,HERCULES,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
256,HERO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
257,"3,4-METHYLENEDIOXYAMPHETAMINE","3,4-METHYLENEDIOXYAMPHETAMINE",GENERIC_NAME,"3,4-METHYLENEDIOXYAMPHETAMINE",SCHEDULE I,unknown,unknown,unknown
258,HIM,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
259,ADDERALL,ADDERALL,GENERIC_NAME,ADDERALL,SCHEDULE II,unknown,unknown,DRUG
260,HOMBRE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
261,HORSE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
262,HOT DOPE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
263,HUERA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
264,HUMMERS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
265,JOJEE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
266,JOY FLAKES,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
267,JOY POWDER,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
268,JUNK,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
269,KABAYO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
270,KARACHI,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
271,MIDAZOLAM,MIDAZOLAM,GENERIC_NAME,MIDAZOLAM,SCHEDULE IV,unknown,unknown,MEDICATION
272,KARATE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
273,KING’S TICKETS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
274,LA TIERRA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
275,LEMONADE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
276,LENTA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
277,LIFESAVER,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
278,MANTECA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
279,MARIAS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
280,MARRION,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
281,MAYO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
282,MAZPAN,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
283,MEAL,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
284,INDIPLON,INDIPLON,GENERIC_NAME,INDIPLON,SCHEDULE IV,unknown,unknown,NONBENZODIAZEPINE
285,MENTHOL,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
286,KETOBEMIDONE,KETOBEMIDONE,GENERIC_NAME,KETOBEMIDONE,SCHEDULE I,unknown,unknown,unknown
287,MEXICAN BLACK TAR HEROIN,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
288,MEXICAN BROWN,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
289,MEXICAN FOOD,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
290,MEXICAN HORSE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
291,TRIONAL,TRIONAL,GENERIC_NAME,TRIONAL,SCHEDULE III,unknown,unknown,DRUG
292,MEXICAN MUD,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
293,MEXICAN TAR,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
294,MEXICAN TREAT,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
295,MODELO NEGRA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
296,BEZITRAMIDE,BEZITRAMIDE,GENERIC_NAME,BEZITRAMIDE,SCHEDULE II,unknown,unknown,unknown
297,MOJO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
298,MOLE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
299,MONGEGA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
300,MORENA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
301,MORENITA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
302,MORTAL COMBAT,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
303,MOTORS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
304,PIRITRAMIDE,PIRITRAMIDE,GENERIC_NAME,PIRITRAMIDE,SCHEDULE I,unknown,unknown,unknown
305,MUD,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
306,MUJER,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
307,MURCIELAGO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
308,FLUTEMAZEPAM,FLUTEMAZEPAM,GENERIC_NAME,FLUTEMAZEPAM,SCHEDULE IV,unknown,unknown,unknown
309,MUZZLE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
310,METHYLDESORPHINE,METHYLDESORPHINE,GENERIC_NAME,METHYLDESORPHINE,SCHEDULE I,unknown,unknown,unknown
311,NANOO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
312,METHYLDIHYDROMORPHINE,METHYLDIHYDROMORPHINE,GENERIC_NAME,METHYLDIHYDROMORPHINE,SCHEDULE I,unknown,unknown,OPIOID
313,NEGRA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
314,PENTAMORPHONE,PENTAMORPHONE,GENERIC_NAME,PENTAMORPHONE,SCHEDULE I,unknown,unknown,unknown
315,NEGRA TOMASA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
316,NEGRITA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
317,NICE AND EASY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
318,NIGHT,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
319,NOISE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
320,OBAMA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
321,OLD STEVE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
322,PANTS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
323,PATTY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
324,PEG,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
325,P-FUNK,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
326,PIEZAS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
327,PLATA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
328,POISON,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
329,POLVO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
330,GAMMA-HYDROXYBUTYRIC ACID,GAMMA-HYDROXYBUTYRIC ACID,GENERIC_NAME,GAMMA-HYDROXYBUTYRIC ACID,SCHEDULE I,unknown,unknown,unknown
331,POLVO DE ALEGRIA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
332,HASHISH,HASHISH,GENERIC_NAME,HASHISH,SCHEDULE I,unknown,unknown,PRODUCT
333,POLVO DE ESTRELLAS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
334,POLVO FELIZ,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
335,POPPY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
336,POWDER,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
337,PROSTITUTA NEGRA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
338,PUPPY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
339,PURE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
340,MODAFINIL,MODAFINIL,GENERIC_NAME,MODAFINIL,SCHEDULE IV,unknown,unknown,AGENT
341,RAMBO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
342,RAW,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
343,"N,N-DIMETHYLTRYPTAMINE","N,N-DIMETHYLTRYPTAMINE",GENERIC_NAME,"N,N-DIMETHYLTRYPTAMINE",SCHEDULE I,unknown,unknown,COMPOUND
344,RED CHICKEN,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
345,RED EAGLE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
346,REINDEER DUST,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
347,PHENCYCLIDINE,PHENCYCLIDINE,GENERIC_NAME,PHENCYCLIDINE,SCHEDULE II,unknown,unknown,DRUG
348,ROOFING TAR,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
349,RUBY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
350,SACK,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
351,SALT,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
352,SAND,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
353,SCAG,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
354,SCAT,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
355,SCHMECK,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
356,SCRAMBLE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
357,SHEEP,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
358,SHIRTS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
359,SHOES,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
360,SKAG,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
361,SKUNK,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
362,TRENBOLONE,TRENBOLONE,GENERIC_NAME,TRENBOLONE,SCHEDULE III,unknown,unknown,STEROID
363,SLIME,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
364,SMACK,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
365,SMECK,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
366,SNICKERS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
367,SODA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
368,SPEEDBALL,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
369,SPIDER BLUE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
370,DESMETHYLPRODINE,DESMETHYLPRODINE,GENERIC_NAME,DESMETHYLPRODINE,SCHEDULE I,unknown,unknown,DRUG
371,STICKY KIND,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
372,STUFA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
373,SUGAR,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
374,SWEET JESUS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
375,TAN,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
376,TAR,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
377,TECATA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
378,ETHYLMORPHINE,ETHYLMORPHINE,GENERIC_NAME,ETHYLMORPHINE,SCHEDULE II,unknown,unknown,ETHYLMORPHINE
379,THUNDER,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
380,TIRES,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
381,TOMASA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
382,TOOTSIE ROLL,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
383,TRAGIC MAGIC,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
384,TREES,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
385,TURTLE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
386,VIDRIO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
387,WEIGHTS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
388,WHISKEY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
389,WHITE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
390,WHITE BOY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
391,WHITE GIRL,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
392,WHITE JUNK,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
393,WHITE LADY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
394,WHITE NURSE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
395,WHITE SHIRT,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
396,WHITE STUFF,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
397,WINGS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
398,WITCH,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
399,WITCH HAZEL,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
400,ZAPAPOTE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,unknown,unknown,PAINKILLER
401,OXYCODONE,OXYCODONE,GENERIC_NAME,OXYCODONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
402,512S,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
403,BANANAS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
404,BLUE,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
405,BLUE DYNAMITE,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
406,BLUEBERRIES,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
407,BUTTONS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
408,ERCS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
409,MEPROBAMATE,MEPROBAMATE,GENERIC_NAME,MEPROBAMATE,SCHEDULE IV,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
410,GREENIES,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
411,HILLBILLY HEROIN,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
412,NABILONE,NABILONE,GENERIC_NAME,NABILONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
413,KICKERS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
414,M-30S,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
415,PAULAS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
416,PERCS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
417,RIMS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
418,TIRES,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
419,OXAZEPAM,OXAZEPAM,GENERIC_NAME,OXAZEPAM,SCHEDULE IV,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
420,WHEELS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
421,PERKS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
422,ALPRAZOLAM,ALPRAZOLAM,GENERIC_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
423,XANAX,ALPRAZOLAM,BRAND_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
424,BARS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
425,BENZOS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
426,BICYCLE HANDLE BARS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
427,BICYCLE PARTS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
428,BRICKS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
429,FOOTBALLS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
430,FRENCH FRIES,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
431,HANDLEBARS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
432,SIBUTRAMINE,SIBUTRAMINE,GENERIC_NAME,SIBUTRAMINE,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
433,HULK,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
434,L7,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
435,LADDERS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
436,PALITROQUE,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
437,PLANKS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
438,SCHOOL BUS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
439,STICKS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
